id,role_label,experience_years,education_level,degree,skills,certifications,projects_summary,professional_summary,source
RES-0777,DevOps Engineer,4,Bachelor's,M.Sc. Cloud Computing,Infrastructure as Code|Terraform|Helm|GCP|Ansible|AWS|GitOps|Istio|Jaeger|Packer|Capacity Planning,,Containerised 21 legacy services with Docker and orchestrated with Kubernetes.,"DevOps engineer with 4 years automating infrastructure and improving deployment pipelines using GitOps, GCP, Capacity Planning.",kaggle_anonymized
RES-0599,Data Scientist,12,Bachelor's,M.Sc. Statistics,Deep Learning|NumPy|Pandas|Statistics|Natural Language Processing|Jupyter|A/B Testing|TensorFlow|R|Hypothesis Testing|Airflow,,Published research on Matplotlib applied to time-series forecasting. // Developed a recommendation engine improving click-through rate by 38%.,"Data scientist with 12 years transforming raw data into actionable insights using Natural Language Processing, Deep Learning, Airflow.",synthetic
RES-0697,Data Scientist,11,Ph.D.,M.Sc. Data Science,Data Visualisation|Pandas|Feature Engineering|Scikit-learn|SQL|Seaborn|NumPy|Statistics|R|Matplotlib|Hadoop|Spark|GCP Vertex AI|Docker|Model Deployment|dbt,,Automated ETL pipelines reducing manual data preparation by 28%. // Published research on Python applied to time-series forecasting. // Automated ETL pipelines reducing manual data preparation by 29%.,"Machine learning practitioner with 11 years building predictive models with Feature Engineering, Seaborn, Hadoop.",kaggle_anonymized
RES-0237,Frontend Developer,5,Bootcamp/Certification,Diploma in Web Development,JavaScript|Webpack|TailwindCSS|Nuxt.js|Vue.js|GraphQL|HTML5|SASS|Cypress|Web Animations|Performance Optimisation,,"Reduced bundle size by 20% through code splitting and lazy loading. // Developed a reusable component library with 5+ components used across 9 products. // Rebuilt company dashboard in GraphQL, improving load time by 33%.","Frontend developer with 5 years building responsive, accessible UIs with Web Animations, Performance Optimisation, JavaScript.",kaggle_anonymized
RES-0969,Mobile Developer,12,Bootcamp/Certification,B.Sc. Computer Science,React Native|iOS|REST API|Play Store Deployment|App Store Deployment|Flutter|In-App Purchases|Realm,Google Associate Android Developer,Reduced app crash rate from 5% to 1.1% through systematic debugging.,"Mobile developer with 12 years building cross-platform and native apps using Play Store Deployment, React Native, REST API.",kaggle_anonymized
RES-0061,Backend Developer,10,Master's,B.Sc. Computer Science,Express.js|Spring Boot|gRPC|Docker|MongoDB|MySQL|API Design|Celery|Linux|Jenkins|Terraform,AWS Certified Developer,"Optimised PostgreSQL query performance, cutting average response time by 60%. // Led migration of monolith to microservices, reducing deployment time by 42%. // Led migration of monolith to microservices, reducing deployment time by 35%.","Experienced server-side developer specialising in MySQL, MongoDB, Express.js with 10 years of professional experience.",synthetic
RES-0381,Full-Stack Developer,11,Ph.D.,B.Sc. Computer Science,REST API|HTML5|PostgreSQL|Next.js|MongoDB|TypeScript|Express.js|GraphQL|Redis|TailwindCSS|Git|Scrum|Nginx|WebSockets|Jest|OAuth2,,Built an internal tooling dashboard serving 34+ engineering teams.,"Full-stack developer with 11 years delivering end-to-end web applications using PostgreSQL, HTML5, Scrum.",public_profile_anonymized
RES-0810,DevOps Engineer,3,Master's,B.Tech Computer Engineering,Ansible|Python|Docker|Monitoring|AWS|Bash|Helm|ArgoCD|Vault|GitOps|Security Hardening|Nginx|Service Mesh,CKA (Kubernetes)|HashiCorp Terraform Associate,Achieved 15% cost reduction by right-sizing cloud infrastructure on GitHub Actions. // Reduced deployment lead time from 32 days to 6 hours by redesigning CI/CD pipeline.,"DevOps engineer with 3 years automating infrastructure and improving deployment pipelines using Ansible, Docker, Python.",synthetic
RES-0223,Frontend Developer,1,Bootcamp/Certification,B.A. Web Design,Redux|SASS|Cross-browser Compatibility|HTML5|Vite|Jest|Web Animations|Cypress|Node.js|Git|D3.js,,Developed a reusable component library with 33+ components used across 6 products. // Implemented WCAG 2.1 AA accessibility standards across the entire application. // Reduced bundle size by 21% through code splitting and lazy loading.,"Passionate frontend engineer with 1 years of hands-on experience in Redux, Node.js, SASS.",synthetic
RES-0059,Backend Developer,6,Bachelor's,B.Tech Information Technology,NestJS|MongoDB|SQL|GCP|Django|Spring Boot|Go|Redis|Microservices|REST API|Elasticsearch|Message Queues|Terraform|RabbitMQ|API Design,MongoDB Associate,"Optimised PostgreSQL query performance, cutting average response time by 49%. // Designed and maintained a high-throughput REST API serving 41k requests/day.","Backend engineer with 6 years of experience building scalable APIs and microservices using NestJS, MongoDB, Go.",synthetic
RES-0404,Full-Stack Developer,12,Master's,B.Tech Computer Engineering,Express.js|Git|PostgreSQL|HTML5|Node.js|TailwindCSS|CSS3|CI/CD|FastAPI|Redis|AWS|TypeScript|pytest|Elasticsearch,AWS Certified Developer,Integrated third-party payment gateway handling 23k transactions/month. // Built an internal tooling dashboard serving 23+ engineering teams.,"Full-stack developer with 12 years delivering end-to-end web applications using CI/CD, TailwindCSS, CSS3.",synthetic
RES-0855,Cloud Architect,4,Associate's,M.B.A. Technology Management,Terraform|GCP|Cost Optimisation|Cloud Security|Load Balancing|Auto Scaling|IAM|Pulumi|Istio|CloudFormation|Zero-Trust Security|CDK|Service Mesh,Azure Solutions Architect Expert,"Designed a multi-region, active-active architecture with 99.72% availability SLA.","Solutions architect with 4 years architecting multi-cloud environments with Load Balancing, Cost Optimisation, Istio.",kaggle_anonymized
RES-0128,Backend Developer,11,Ph.D.,B.Sc. Computer Science,Go|AWS|MySQL|Docker|Django|GCP|Azure|Redis|MongoDB|Kubernetes|GitHub Actions|Unit Testing|API Design,Oracle Java SE|MongoDB Associate,"Optimised PostgreSQL query performance, cutting average response time by 46%.","Backend engineer with 11 years of experience building scalable APIs and microservices using Redis, MySQL, Docker.",synthetic
RES-0207,Frontend Developer,7,Associate's,B.Tech Information Technology,SASS|Vite|REST API|HTML5|React|Nuxt.js|Redux|Cross-browser Compatibility|Angular|Next.js|TailwindCSS|SEO|D3.js|PWA,AWS Cloud Practitioner|Google UX Design,"Rebuilt company dashboard in Next.js, improving load time by 38%. // Reduced bundle size by 19% through code splitting and lazy loading. // Developed a reusable component library with 18+ components used across 5 products.","Creative UI engineer with 7+ years of experience crafting pixel-perfect interfaces using Cross-browser Compatibility, PWA, Angular.",kaggle_anonymized
RES-0982,Mobile Developer,1,Bachelor's,B.Tech Mobile Computing,Android|Xcode|Android Studio|Flutter|Objective-C|Play Store Deployment|Dart|Crashlytics|Bluetooth,Apple App Development with Swift,"Shipped iOS and Android apps with 35k+ downloads in first month. // Achieved 23% reduction in app cold-start time through performance profiling. // Integrated offline-first architecture, improving UX in low-connectivity regions.","Mobile engineer with 1 years crafting performant iOS and Android experiences with Crashlytics, Android Studio, Objective-C.",synthetic
RES-0489,Full-Stack Developer,6,Associate's,B.Tech Computer Engineering,FastAPI|REST API|Docker|GraphQL|TailwindCSS|Redis|Python|MongoDB|Express.js|AWS|React|PostgreSQL|Microservices|Terraform|Elasticsearch,Google Associate Cloud Engineer|AWS Certified Developer,Delivered a full-stack SaaS platform from design to production in 27 months. // Integrated third-party payment gateway handling 6k transactions/month. // Integrated third-party payment gateway handling 3k transactions/month.,"Full-stack developer with 6 years delivering end-to-end web applications using PostgreSQL, Python, Docker.",synthetic
RES-0107,Backend Developer,9,Associate's,B.Tech Information Technology,Message Queues|Node.js|SQL|ORM|Elasticsearch|REST API|Kubernetes|Express.js|pytest|RabbitMQ|Unit Testing,Oracle Java SE,"Optimised PostgreSQL query performance, cutting average response time by 52%. // Led migration of monolith to microservices, reducing deployment time by 55%.","Experienced server-side developer specialising in SQL, pytest, Unit Testing with 9 years of professional experience.",synthetic
RES-0900,Cloud Architect,9,Associate's,M.Sc. Cloud Computing,Serverless|AWS|High Availability|Docker|Lambda|Cost Optimisation|Load Balancing|SOC 2|Compliance|Ansible|Istio,Azure Solutions Architect Expert,Architected serverless data pipeline processing 30M events/day.,"Solutions architect with 9 years architecting multi-cloud environments with Istio, Cost Optimisation, Lambda.",synthetic
RES-0991,Mobile Developer,1,Bachelor's,B.E. Software Engineering,React Native|Java|Flutter|Objective-C|Kotlin|Firebase|Swift|Android Studio|GraphQL|iOS|Performance Profiling|Offline Support|Accessibility,Google Associate Android Developer|AWS Mobile Developer,Shipped iOS and Android apps with 10k+ downloads in first month. // Reduced app crash rate from 6% to 1.1% through systematic debugging. // Reduced app crash rate from 6% to 1.1% through systematic debugging.,"Mobile developer with 1 years building cross-platform and native apps using Accessibility, Android Studio, Objective-C.",synthetic
RES-0911,Cloud Architect,12,Master's,M.Sc. Cloud Computing,Auto Scaling|Terraform|Azure|Docker|High Availability|IAM|Disaster Recovery|Cloud Security|AWS|Serverless|Lambda|Cost Optimisation|SOC 2|GDPR|Pulumi,TOGAF 9,"Designed a multi-region, active-active architecture with 99.84% availability SLA.","Solutions architect with 12 years architecting multi-cloud environments with Docker, Cloud Security, Azure.",synthetic
RES-0407,Full-Stack Developer,4,Bootcamp/Certification,B.E. Software Engineering,AWS|React|CI/CD|Express.js|Python|PostgreSQL|Redis|JWT|Linux,Meta Front-End Developer|Google Associate Cloud Engineer,Built an internal tooling dashboard serving 31+ engineering teams.,"Full-stack developer with 4 years delivering end-to-end web applications using PostgreSQL, AWS, JWT.",synthetic
RES-0147,Backend Developer,12,Associate's,B.Sc. Computer Science,Ruby|Redis|C#|MongoDB|NestJS|Express.js|gRPC|Django|Elasticsearch|SQL|ORM|Java|Celery|Jenkins|Terraform|JWT|Linux|CI/CD,MongoDB Associate|Oracle Java SE,"Led migration of monolith to microservices, reducing deployment time by 54%. // Optimised PostgreSQL query performance, cutting average response time by 58%. // Built a real-time notification service using ORM and message queues.","Backend engineer with 12 years of experience building scalable APIs and microservices using Express.js, Redis, gRPC.",synthetic
RES-0578,Data Scientist,3,Bachelor's,M.Sc. Machine Learning,Scikit-learn|Statistics|Deep Learning|SQL|TensorFlow|Matplotlib|Data Visualisation|Natural Language Processing|Tableau|Git|Experiment Tracking|Airflow,IBM Data Science Professional,"Built a churn prediction model with 46% accuracy, saving 27k ARR. // Developed a recommendation engine improving click-through rate by 48%. // Built a churn prediction model with 44% accuracy, saving 41k ARR.","Machine learning practitioner with 3 years building predictive models with Airflow, Statistics, Matplotlib.",public_profile_anonymized
RES-0451,Full-Stack Developer,11,Associate's,B.Sc. Computer Science,FastAPI|MongoDB|TypeScript|CI/CD|Next.js|PostgreSQL|JavaScript|REST API|HTML5|Redis|Scrum|GitHub Actions,AWS Certified Developer,Shipped end-to-end feature that increased user retention by 18%. // Delivered a full-stack SaaS platform from design to production in 20 months.,"Full-stack engineer with 11+ years building and shipping products with MongoDB, Redis, REST API.",synthetic
RES-0032,Backend Developer,8,Associate's,B.Sc. Computer Science,GCP|Microservices|Express.js|SQL|Go|gRPC|Java|Rust|FastAPI|OAuth2|JWT|Linux|CI/CD|Apache Kafka,MongoDB Associate,"Optimised PostgreSQL query performance, cutting average response time by 52%.","Results-driven backend developer with 8+ years designing and maintaining distributed systems in SQL, Rust, GCP.",public_profile_anonymized
RES-0749,DevOps Engineer,1,Bachelor's,B.E. Information Technology,GCP|CI/CD|AWS|Site Reliability Engineering|Jenkins|Docker|Linux|Azure|Bash|Ansible|GitHub Actions|Terraform|HAProxy|OpenTelemetry|Capacity Planning|Vagrant|ELK Stack|Security Hardening,AWS DevOps Engineer Professional|Google Professional DevOps Engineer,Achieved 37% cost reduction by right-sizing cloud infrastructure on Docker. // Improved system uptime to 99.55% SLA through improved monitoring and alerting.,"Reliability-focused DevOps professional with 1+ years of experience in Azure, AWS, Jenkins.",kaggle_anonymized
RES-0259,Frontend Developer,11,Associate's,Diploma in Web Development,Vite|GraphQL|CSS3|React|Nuxt.js|Cross-browser Compatibility|Webpack|HTML5|REST API|Zustand|TailwindCSS|JavaScript|GitHub|Git|PWA|Performance Optimisation|Cypress|Node.js,AWS Cloud Practitioner|Meta Front-End Developer,"Reduced bundle size by 60% through code splitting and lazy loading. // Rebuilt company dashboard in REST API, improving load time by 20%. // Developed a reusable component library with 30+ components used across 3 products.","Passionate frontend engineer with 11 years of hands-on experience in CSS3, React, Git.",synthetic
RES-0648,Data Scientist,1,Bootcamp/Certification,M.Sc. Machine Learning,Jupyter|NumPy|Pandas|Matplotlib|Python|A/B Testing|R|Feature Engineering|Machine Learning|Seaborn|Scikit-learn|Tableau|AWS SageMaker|MLflow,,"Built a churn prediction model with 41% accuracy, saving 37k ARR. // Developed a recommendation engine improving click-through rate by 44%.","Analytical data scientist with 1+ years of experience in Seaborn, Python, Pandas and statistical modelling.",kaggle_anonymized
RES-0145,Backend Developer,7,Bootcamp/Certification,B.Sc. Computer Science,FastAPI|GCP|Node.js|Ruby|gRPC|Microservices|Go|MySQL|SQL|PostgreSQL|REST API|Spring Boot|Celery|Unit Testing|pytest|RabbitMQ,Oracle Java SE,"Built a real-time notification service using Docker and message queues. // Optimised PostgreSQL query performance, cutting average response time by 25%. // Designed and maintained a high-throughput REST API serving 4k requests/day.","Backend engineer with 7 years of experience building scalable APIs and microservices using RabbitMQ, GCP, REST API.",public_profile_anonymized
RES-0228,Frontend Developer,5,Master's,B.Tech Information Technology,GraphQL|REST API|Webpack|Cross-browser Compatibility|HTML5|Angular|SASS|Accessibility|TailwindCSS|Redux|Zustand|Vite|Cypress|PWA|Figma|GitHub|D3.js|Jest,,Reduced bundle size by 38% through code splitting and lazy loading. // Implemented WCAG 2.1 AA accessibility standards across the entire application. // Reduced bundle size by 33% through code splitting and lazy loading.,"Frontend developer with 5 years building responsive, accessible UIs with Jest, Vite, Webpack.",synthetic
RES-0630,Data Scientist,9,Bachelor's,M.Sc. Statistics,Pandas|Deep Learning|Jupyter|Feature Engineering|A/B Testing|SQL|Airflow|Docker,Databricks Certified Associate,Published research on PyTorch applied to time-series forecasting. // Automated ETL pipelines reducing manual data preparation by 31%.,"Analytical data scientist with 9+ years of experience in Pandas, A/B Testing, Airflow and statistical modelling.",kaggle_anonymized
RES-0588,Data Scientist,12,Bachelor's,M.Sc. Data Science,NumPy|TensorFlow|PyTorch|Matplotlib|Natural Language Processing|Deep Learning|Python|Pandas|Jupyter|Scikit-learn|Data Visualisation|R|GCP Vertex AI|Power BI|Hypothesis Testing,AWS Machine Learning Specialty|Google Professional Data Engineer,"Developed a recommendation engine improving click-through rate by 47%. // Built a churn prediction model with 45% accuracy, saving 24k ARR. // Published research on PyTorch applied to time-series forecasting.","Analytical data scientist with 12+ years of experience in Deep Learning, Power BI, Data Visualisation and statistical modelling.",synthetic
RES-0866,Cloud Architect,3,Master's,M.Sc. Cloud Computing,Load Balancing|Multi-cloud Strategy|Azure|Cloud Security|Terraform|Docker|High Availability|Auto Scaling|GCP|Kubernetes|Lambda|FinOps|Ansible|ArgoCD|Service Mesh|Istio,TOGAF 9,"Led cloud migration of 20-service estate to AWS, cutting TCO by 54%. // Established cloud governance framework adopted across 25 business units.","Cloud architect with 3 years designing resilient, scalable cloud platforms on Multi-cloud Strategy, High Availability, Istio.",kaggle_anonymized
RES-0775,DevOps Engineer,12,Associate's,M.Sc. Cloud Computing,GitHub Actions|Monitoring|Ansible|Jenkins|Docker|Python|Terraform|Flux|Jaeger|OpenTelemetry|ELK Stack,CKA (Kubernetes)|Google Professional DevOps Engineer,Reduced deployment lead time from 42 days to 8 hours by redesigning CI/CD pipeline. // Reduced deployment lead time from 44 days to 8 hours by redesigning CI/CD pipeline.,"DevOps engineer with 12 years automating infrastructure and improving deployment pipelines using Monitoring, Ansible, Flux.",public_profile_anonymized
RES-0095,Backend Developer,10,Associate's,B.Tech Information Technology,C#|Go|FastAPI|Kubernetes|ORM|Django|MongoDB|Node.js|Bash|OAuth2|JWT,,"Led migration of monolith to microservices, reducing deployment time by 59%.","Experienced server-side developer specialising in OAuth2, JWT, FastAPI with 10 years of professional experience.",public_profile_anonymized
RES-0045,Backend Developer,3,Associate's,B.E. Software Engineering,Spring Boot|Microservices|SQL|Go|MySQL|MongoDB|RabbitMQ|Unit Testing|CI/CD|Bash|Celery|pytest,,"Led migration of monolith to microservices, reducing deployment time by 17%.","Results-driven backend developer with 3+ years designing and maintaining distributed systems in MySQL, Unit Testing, Go.",public_profile_anonymized
RES-0785,DevOps Engineer,12,Master's,B.E. Information Technology,AWS|Infrastructure as Code|Bash|GitHub Actions|Site Reliability Engineering|Grafana|Service Mesh|Vagrant|Jaeger|ELK Stack|Cost Optimisation|Nginx,CKA (Kubernetes)|AWS DevOps Engineer Professional,Achieved 51% cost reduction by right-sizing cloud infrastructure on Kubernetes. // Reduced deployment lead time from 14 days to 10 hours by redesigning CI/CD pipeline. // Achieved 21% cost reduction by right-sizing cloud infrastructure on Monitoring.,"Infrastructure engineer with 12 years designing cloud-native platforms with GitHub Actions, AWS, ELK Stack.",synthetic
RES-0618,Data Scientist,1,Ph.D.,Ph.D. Computer Science,PyTorch|Python|Data Visualisation|Jupyter|Pandas|Scikit-learn|TensorFlow|Spark|Tableau,,Developed a recommendation engine improving click-through rate by 25%.,"Machine learning practitioner with 1 years building predictive models with TensorFlow, Scikit-learn, Tableau.",kaggle_anonymized
RES-0992,Mobile Developer,2,Bootcamp/Certification,B.Tech Mobile Computing,Dart|Objective-C|Flutter|React Native|Java|GraphQL|Play Store Deployment|Swift|Kotlin|Performance Profiling|In-App Purchases,Google Associate Android Developer|AWS Mobile Developer,Shipped iOS and Android apps with 34k+ downloads in first month.,"Mobile engineer with 2 years crafting performant iOS and Android experiences with Objective-C, Dart, Performance Profiling.",synthetic
RES-0988,Mobile Developer,9,Master's,B.Tech Mobile Computing,GraphQL|Dart|Android Studio|Push Notifications|Swift|Objective-C|Java|App Store Deployment|Fastlane|Offline Support|CI/CD|Detox|Unit Testing|In-App Purchases,AWS Mobile Developer,Shipped iOS and Android apps with 35k+ downloads in first month.,"Mobile engineer with 9 years crafting performant iOS and Android experiences with Offline Support, In-App Purchases, Android Studio.",synthetic
RES-0800,DevOps Engineer,4,Master's,B.Tech Computer Engineering,CI/CD|Prometheus|Jenkins|Ansible|GCP|Site Reliability Engineering|AWS|GitHub Actions|Bash|Azure|HAProxy|Vault|Service Mesh,HashiCorp Terraform Associate,Reduced deployment lead time from 45 days to 7 hours by redesigning CI/CD pipeline. // Reduced deployment lead time from 43 days to 8 hours by redesigning CI/CD pipeline. // Improved system uptime to 99.6% SLA through improved monitoring and alerting.,"Reliability-focused DevOps professional with 4+ years of experience in CI/CD, GCP, Service Mesh.",kaggle_anonymized
RES-0815,DevOps Engineer,9,Associate's,M.Sc. Cloud Computing,Python|Docker|Site Reliability Engineering|Bash|Linux|Jenkins|Monitoring|Grafana|Terraform|GCP|Loki|Vault,,Containerised 30 legacy services with Docker and orchestrated with Kubernetes. // Containerised 11 legacy services with Docker and orchestrated with Kubernetes. // Reduced deployment lead time from 44 days to 3 hours by redesigning CI/CD pipeline.,"DevOps engineer with 9 years automating infrastructure and improving deployment pipelines using Terraform, GCP, Monitoring.",synthetic
RES-0161,Backend Developer,6,Associate's,B.Tech Information Technology,Python|C#|gRPC|Redis|AWS|Ruby|ORM|Java|Django|Express.js|Microservices|Go|Apache Kafka|pytest,,"Optimised PostgreSQL query performance, cutting average response time by 54%. // Led migration of monolith to microservices, reducing deployment time by 25%. // Built a real-time notification service using Ruby and message queues.","Backend engineer with 6 years of experience building scalable APIs and microservices using Express.js, Apache Kafka, AWS.",synthetic
RES-0480,Full-Stack Developer,3,Ph.D.,B.Tech Computer Engineering,TailwindCSS|Next.js|FastAPI|CI/CD|HTML5|JavaScript|Docker|CSS3|Kubernetes|Microservices|Redis,,Delivered a full-stack SaaS platform from design to production in 48 months. // Shipped end-to-end feature that increased user retention by 60%. // Integrated third-party payment gateway handling 33k transactions/month.,"Full-stack engineer with 3+ years building and shipping products with FastAPI, CI/CD, JavaScript.",synthetic
RES-0025,Backend Developer,8,Bachelor's,B.Tech Information Technology,GraphQL|Express.js|Microservices|Kubernetes|Go|C#|ORM|Message Queues|PostgreSQL|Spring Boot|OAuth2|JWT|Linux|RabbitMQ|Jenkins,Oracle Java SE,"Optimised PostgreSQL query performance, cutting average response time by 57%.","Experienced server-side developer specialising in Spring Boot, Linux, Message Queues with 8 years of professional experience.",kaggle_anonymized
RES-0261,Frontend Developer,11,Associate's,B.A. Web Design,Vite|Accessibility|TailwindCSS|JavaScript|Zustand|React|SASS|Node.js|Storybook|Adobe XD|Figma|GitHub,Google UX Design|Meta Front-End Developer,"Rebuilt company dashboard in Accessibility, improving load time by 34%. // Reduced bundle size by 46% through code splitting and lazy loading. // Developed a reusable component library with 47+ components used across 5 products.","Creative UI engineer with 11+ years of experience crafting pixel-perfect interfaces using GitHub, SASS, Zustand.",synthetic
RES-1000,Mobile Developer,7,Associate's,B.E. Software Engineering,Play Store Deployment|App Store Deployment|Android Studio|iOS|Xcode|Push Notifications|React Native|Kotlin|REST API|Firebase|Dart|Bluetooth|UI Testing|Accessibility,Apple App Development with Swift,"Reduced app crash rate from 5% to 1.3% through systematic debugging. // Shipped iOS and Android apps with 7k+ downloads in first month. // Integrated offline-first architecture, improving UX in low-connectivity regions.","Experienced app engineer with 7+ years shipping production mobile apps in Firebase, App Store Deployment, Kotlin.",synthetic
RES-0125,Backend Developer,1,Bachelor's,B.Tech Information Technology,Docker|MongoDB|Java|Spring Boot|Kubernetes|ORM|Django|Go|Ruby|Redis|PostgreSQL|Express.js|Celery|Unit Testing|OAuth2|Nginx,AWS Certified Developer|MongoDB Associate,"Optimised PostgreSQL query performance, cutting average response time by 54%. // Built a real-time notification service using AWS and message queues.","Results-driven backend developer with 1+ years designing and maintaining distributed systems in Unit Testing, Kubernetes, Nginx.",synthetic
RES-0144,Backend Developer,1,Associate's,B.E. Software Engineering,Go|Spring Boot|Django|Rust|AWS|gRPC|Python|Apache Kafka|Celery|RabbitMQ,Oracle Java SE,"Optimised PostgreSQL query performance, cutting average response time by 59%. // Designed and maintained a high-throughput REST API serving 19k requests/day.","Experienced server-side developer specialising in Python, Go, Spring Boot with 1 years of professional experience.",synthetic
RES-0104,Backend Developer,3,Ph.D.,B.E. Software Engineering,C#|Ruby|Message Queues|ORM|Node.js|RabbitMQ|Jenkins|API Design,Oracle Java SE,"Optimised PostgreSQL query performance, cutting average response time by 58%. // Led migration of monolith to microservices, reducing deployment time by 37%.","Results-driven backend developer with 3+ years designing and maintaining distributed systems in Ruby, Message Queues, C#.",kaggle_anonymized
RES-0597,Data Scientist,2,Bootcamp/Certification,M.Sc. Machine Learning,TensorFlow|NumPy|Python|SQL|Feature Engineering|Jupyter|A/B Testing|Data Visualisation|R|PyTorch|Matplotlib|Scikit-learn|Hadoop|Power BI|Azure ML|GCP Vertex AI,Google Professional Data Engineer|IBM Data Science Professional,Developed a recommendation engine improving click-through rate by 43%. // Developed a recommendation engine improving click-through rate by 33%.,"Data scientist with 2 years transforming raw data into actionable insights using TensorFlow, PyTorch, GCP Vertex AI.",public_profile_anonymized
RES-0022,Backend Developer,4,Bachelor's,B.Sc. Computer Science,C#|Spring Boot|Python|AWS|MongoDB|Rust|Django|Node.js|Kubernetes|Azure|pytest|Celery|Unit Testing|Jenkins,Oracle Java SE|MongoDB Associate,"Optimised PostgreSQL query performance, cutting average response time by 18%. // Designed and maintained a high-throughput REST API serving 27k requests/day.","Results-driven backend developer with 4+ years designing and maintaining distributed systems in MongoDB, Spring Boot, AWS.",synthetic
RES-0948,Mobile Developer,8,Master's,B.Sc. Computer Science,Push Notifications|Dart|GraphQL|Java|Android Studio|Accessibility|Bluetooth|SQLite|Offline Support,,"Integrated offline-first architecture, improving UX in low-connectivity regions. // Integrated offline-first architecture, improving UX in low-connectivity regions.","Mobile developer with 8 years building cross-platform and native apps using SQLite, Java, Bluetooth.",kaggle_anonymized
RES-0669,Data Scientist,3,Bachelor's,Ph.D. Computer Science,A/B Testing|Matplotlib|Python|Scikit-learn|Natural Language Processing|Statistics|Seaborn|SQL|Machine Learning|Model Deployment|Spark|AWS SageMaker|GCP Vertex AI|Tableau,IBM Data Science Professional|Google Professional Data Engineer,Automated ETL pipelines reducing manual data preparation by 19%.,"Analytical data scientist with 3+ years of experience in SQL, GCP Vertex AI, Matplotlib and statistical modelling.",synthetic
RES-0298,Frontend Developer,12,Associate's,Diploma in Web Development,GraphQL|Vite|Zustand|CSS3|SASS|Angular|JavaScript|Nuxt.js|Redux|TypeScript|Accessibility|Vue.js|Web Animations|Chart.js|Performance Optimisation|Adobe XD|Storybook|Figma,Google UX Design,"Implemented WCAG 2.1 AA accessibility standards across the entire application. // Rebuilt company dashboard in Cross-browser Compatibility, improving load time by 17%. // Implemented WCAG 2.1 AA accessibility standards across the entire application.","Creative UI engineer with 12+ years of experience crafting pixel-perfect interfaces using Nuxt.js, Zustand, JavaScript.",synthetic
RES-0668,Data Scientist,10,Ph.D.,M.Sc. Machine Learning,PyTorch|SQL|Scikit-learn|TensorFlow|R|Matplotlib|Seaborn|Python|Data Visualisation|Model Deployment|Experiment Tracking,,Automated ETL pipelines reducing manual data preparation by 40%. // Developed a recommendation engine improving click-through rate by 54%.,"Data scientist with 10 years transforming raw data into actionable insights using TensorFlow, Seaborn, SQL.",kaggle_anonymized
RES-0361,Frontend Developer,6,Bachelor's,B.Sc. Computer Science,Zustand|JavaScript|Nuxt.js|Vite|Angular|CI/CD|Chart.js|PWA|D3.js,AWS Cloud Practitioner,"Developed a reusable component library with 17+ components used across 6 products. // Reduced bundle size by 53% through code splitting and lazy loading. // Rebuilt company dashboard in Accessibility, improving load time by 34%.","Creative UI engineer with 6+ years of experience crafting pixel-perfect interfaces using PWA, JavaScript, Angular.",synthetic
RES-0576,Data Scientist,1,Bachelor's,Ph.D. Computer Science,Python|R|A/B Testing|Pandas|Deep Learning|Data Visualisation|Machine Learning|MLflow|Power BI|dbt|Hypothesis Testing|GCP Vertex AI|Hadoop,Google Professional Data Engineer|AWS Machine Learning Specialty,Automated ETL pipelines reducing manual data preparation by 30%.,"Machine learning practitioner with 1 years building predictive models with A/B Testing, Machine Learning, dbt.",synthetic
RES-0234,Frontend Developer,6,Bachelor's,B.Tech Information Technology,HTML5|React|JavaScript|REST API|Redux|Vite|Responsive Design|TailwindCSS|Accessibility|GraphQL|Webpack|SEO|PWA|Node.js|Figma,Meta Front-End Developer|AWS Cloud Practitioner,Implemented WCAG 2.1 AA accessibility standards across the entire application. // Reduced bundle size by 51% through code splitting and lazy loading.,"Passionate frontend engineer with 6 years of hands-on experience in Webpack, GraphQL, Node.js.",synthetic
RES-0848,Cloud Architect,7,Master's,M.Sc. Computer Science,Load Balancing|AWS|Multi-cloud Strategy|Auto Scaling|Serverless|VPC|IAM|Pulumi|Compliance|Ansible|Bash|FinOps|Enterprise Architecture,,Established cloud governance framework adopted across 44 business units.,"Senior cloud architect with 7+ years leading enterprise-scale cloud migrations using Bash, Multi-cloud Strategy, Pulumi.",synthetic
RES-0474,Full-Stack Developer,12,Master's,B.Sc. Computer Science,Next.js|Node.js|PostgreSQL|Python|Docker|React|MongoDB|HTML5|REST API|Git|TypeScript|CI/CD|pytest|Scrum|Redis,,Built an internal tooling dashboard serving 47+ engineering teams. // Delivered a full-stack SaaS platform from design to production in 31 months.,"Full-stack developer with 12 years delivering end-to-end web applications using MongoDB, Node.js, Python.",kaggle_anonymized
RES-0509,Full-Stack Developer,2,Bootcamp/Certification,B.E. Software Engineering,REST API|Node.js|MongoDB|AWS|Docker|React|Next.js|CSS3|TailwindCSS|GraphQL|CI/CD|WebSockets|OAuth2|Redis|Agile|Terraform,Meta Front-End Developer|AWS Certified Developer,Delivered a full-stack SaaS platform from design to production in 27 months. // Shipped end-to-end feature that increased user retention by 29%. // Built an internal tooling dashboard serving 36+ engineering teams.,"Full-stack engineer with 2+ years building and shipping products with OAuth2, WebSockets, GraphQL.",public_profile_anonymized
